station_id,latitude,longitude,geohash,city,price,availability,demand,connector_type,power_rating_kW,time_of_day,wait_time,num_charging_points,charger_downtime_%,nearby_facilities,renewable_energy_%,ev_type_preference,weather_condition,traffic_congestion,station_type,maintenance_status,user_rating,num_reviews,charging_time_est_min,payment_methods
EVS5998,17.434821865748873,78.43764466696962,tepg0v,Hyderabad,11.65,7,54.9,CHAdeMO,100,18,5.8,12,6.5,Rest Area,21.3,Two-Wheelers,Storm,Low,Highway Hub,Faulty,4.4,319,45.0,RFID
EVS5999,12.999238927320246,77.59352372158803,tdr1vw,Bangalore,18.55,6,71.6,Type 2 AC,250,21,2.8,18,4.75,Gas Station,48.8,All,Storm,High,Highway Hub,Operational,4.0,175,18.0,"UPI, App Wallet"
EVS6000,28.60446547584965,77.19288286345841,ttnfsx,Delhi,19.64,8,37.5,Type 2 AC,250,6,0.5,2,13.67,Rest Area,51.2,Tesla,Storm,High,Highway Hub,Faulty,3.7,224,7.2,App Wallet
EVS6001,18.562568133427295,73.90155517892629,tek99e,Pune,7.91,4,46.2,Tesla,22,1,0.1,20,18.85,Hotel,25.5,All,Cloudy,High,Private Fleet,Faulty,3.7,190,136.4,"Card, UPI, RFID"
EVS6002,19.116074074892072,72.90490928398823,te7udz,Mumbai,9.31,15,40.5,Tesla,100,12,5.8,8,4.85,Shopping Mall,61.3,Generic,Rain,Medium,Highway Hub,Operational,5.0,471,45.0,App Wallet
EVS6003,12.891044148758857,80.24898326420427,tf3164,Chennai,5.32,12,32.8,Type 2 AC,150,12,1.7,17,5.84,Hotel,67.5,Two-Wheelers,Rain,Low,Private Fleet,Operational,3.0,151,20.0,"App Wallet, UPI, Card"
EVS6004,28.609050813007272,77.1874240901706,ttnfu2,Delhi,18.4,6,18.6,Tesla,22,17,8.3,4,15.08,Shopping Mall,62.1,Generic,Storm,Medium,Highway Hub,Faulty,3.7,320,81.8,UPI
EVS6005,28.619645024431534,77.24825320020715,ttnfvf,Delhi,23.11,8,37.2,CCS2,100,4,1.3,3,13.61,Hotel,85.6,All,Clear,Medium,Public Slow,Faulty,3.0,386,45.0,UPI
EVS6006,28.621661144234416,77.21042554909157,ttnfuf,Delhi,20.21,12,38.7,CHAdeMO,150,12,6.2,3,8.04,Gas Station,23.7,Tesla,Cloudy,High,Public Slow,Operational,4.2,40,12.0,"RFID, App Wallet, UPI"
EVS6007,28.609936414989857,77.17620463829303,ttnfu0,Delhi,21.63,8,62.7,Type 2 AC,50,8,5.4,3,6.33,Gas Station,86.1,Two-Wheelers,Clear,High,Public Fast,Operational,3.8,159,60.0,"UPI, RFID"
EVS6008,19.121953634886996,72.85748413017582,te7ucc,Mumbai,14.54,8,33.8,GB/T,150,13,2.8,16,19.19,Shopping Mall,27.4,All,Clear,Low,Public Slow,Faulty,3.4,312,20.0,"UPI, RFID, App Wallet"
EVS6009,19.042891816953606,72.87492179359764,te7u66,Mumbai,20.6,8,58.1,CHAdeMO,50,21,7.3,14,15.46,Hotel,36.1,Generic,Storm,High,Public Fast,Faulty,4.3,167,36.0,"RFID, UPI"
EVS6010,12.977907923612076,77.60996948321186,tdr1y4,Bangalore,21.54,7,42.8,Tesla,150,12,6.7,4,5.1,Shopping Mall,14.5,Generic,Cloudy,Medium,Public Slow,Faulty,3.9,439,30.0,"Card, UPI"
EVS6011,28.656543994746613,77.24676555520783,ttngjb,Delhi,6.74,8,24.7,CCS2,150,23,9.7,9,9.53,Rest Area,40.0,Tesla,Cloudy,Low,Public Fast,Operational,4.0,6,30.0,RFID
EVS6012,19.057919604251314,72.85252305354348,te7u3v,Mumbai,17.69,5,48.5,Tesla,100,17,0.6,19,6.63,Rest Area,87.0,All,Storm,Medium,Public Fast,Under Maintenance,3.8,144,18.0,"UPI, Card"
EVS6013,28.581169366435105,77.22684674675547,ttnft7,Delhi,23.78,12,36.0,CCS2,250,10,7.4,16,3.47,Gas Station,90.2,Generic,Clear,High,Public Slow,Faulty,4.8,75,12.0,"RFID, Card, UPI"
EVS6014,19.056839561708376,72.82985364621229,te7u3m,Mumbai,21.59,0,20.3,Tesla,100,5,41.4,20,15.72,Gas Station,12.6,Two-Wheelers,Storm,High,Highway Hub,Operational,3.1,351,45.0,"UPI, Card, App Wallet"
EVS6015,13.019913279438457,77.62511270875208,tdr4n6,Bangalore,7.83,2,38.8,CCS2,100,23,9.0,20,4.48,Gas Station,76.2,Generic,Storm,Low,Public Slow,Faulty,4.4,195,30.0,"UPI, RFID"
EVS6016,19.11689209225226,72.92650955253404,te7ug2,Mumbai,12.43,4,65.0,CCS2,22,11,9.8,20,15.04,Restaurant,40.1,Tesla,Rain,Medium,Public Slow,Under Maintenance,3.3,84,81.8,"UPI, Card, App Wallet"
EVS6017,12.881139057665441,80.23846352650322,tf313b,Chennai,19.93,14,104.8,CHAdeMO,250,20,0.9,11,9.06,Rest Area,72.3,Tesla,Storm,Medium,Private Fleet,Under Maintenance,3.3,96,7.2,"Card, UPI, App Wallet"
EVS6018,19.117567591220563,72.84081828320319,te7uc8,Mumbai,11.31,1,36.5,CHAdeMO,22,10,1.7,6,17.5,Gas Station,32.5,Two-Wheelers,Cloudy,High,Highway Hub,Faulty,3.8,443,136.4,"App Wallet, Card, UPI"
EVS6019,22.546160411296174,88.32848687503581,tunb3b,Kolkata,11.06,7,17.9,CCS2,50,7,9.6,15,19.57,Shopping Mall,16.2,Two-Wheelers,Clear,Low,Public Slow,Operational,3.7,433,90.0,RFID
EVS6020,17.417453874694903,78.4841133971411,tepg1f,Hyderabad,22.5,4,47.7,Type 2 AC,100,4,1.7,2,17.92,Shopping Mall,51.7,Tesla,Rain,Low,Public Fast,Operational,3.7,379,30.0,"RFID, Card, UPI"
EVS6021,23.032680418061027,72.56452887900906,ts5e50,Ahmedabad,22.22,10,67.6,Tesla,50,21,8.0,7,7.93,Gas Station,53.7,Generic,Cloudy,High,Public Slow,Faulty,5.0,229,36.0,"App Wallet, RFID, UPI"
EVS6022,17.34266308539158,78.46989678627324,tepf9t,Hyderabad,10.61,12,64.5,Tesla,50,20,0.2,6,12.39,Gas Station,55.3,All,Rain,Medium,Public Slow,Operational,4.7,303,36.0,App Wallet
EVS6023,22.566656751993758,88.31868396564863,tunb3s,Kolkata,22.35,4,52.7,CCS2,22,3,2.0,5,18.4,Restaurant,58.9,Two-Wheelers,Clear,Medium,Highway Hub,Operational,4.4,361,136.4,"UPI, Card"
EVS6024,18.53785238756758,73.90262424732212,tek93w,Pune,12.17,15,51.4,CCS2,150,9,7.7,15,15.89,Restaurant,82.2,Tesla,Storm,Low,Highway Hub,Operational,4.3,352,12.0,"UPI, RFID"
EVS6025,12.997605346859748,77.59657397667884,tdr1vy,Bangalore,13.72,10,44.0,CCS2,100,14,8.3,13,0.32,Hotel,76.3,Two-Wheelers,Rain,Low,Public Slow,Under Maintenance,3.1,343,30.0,"UPI, App Wallet"
EVS6026,18.480622703952374,73.85350094518803,tek90s,Pune,20.01,14,32.8,Type 2 AC,150,22,9.0,18,4.69,Rest Area,6.7,All,Rain,High,Public Fast,Faulty,4.1,11,20.0,"Card, App Wallet"
EVS6027,12.92723820107015,77.6211807250983,tdr1w3,Bangalore,6.94,11,19.0,Tesla,150,5,6.2,13,1.0,Hotel,94.6,All,Cloudy,Low,Highway Hub,Under Maintenance,3.8,362,20.0,"RFID, UPI, App Wallet"
EVS6028,19.1181334862512,72.85820282592958,te7ucb,Mumbai,19.8,0,33.1,GB/T,22,14,9.0,5,5.56,Shopping Mall,33.2,All,Storm,Medium,Highway Hub,Operational,3.7,245,204.5,UPI
EVS6029,28.564531476103646,77.17783606591885,ttnfs0,Delhi,20.71,12,43.7,CHAdeMO,100,13,3.7,14,2.72,Rest Area,11.1,Tesla,Cloudy,Low,Public Fast,Under Maintenance,4.8,319,18.0,Card
EVS6030,28.56689516283589,77.18933057893919,ttnfs2,Delhi,10.74,9,26.8,CCS2,22,20,4.5,17,16.38,Gas Station,58.6,Generic,Storm,Low,Public Fast,Under Maintenance,3.3,310,81.8,"RFID, App Wallet, UPI"
EVS6031,17.431419729509056,78.45084960989217,tepg1j,Hyderabad,22.5,11,47.3,CCS2,22,16,7.5,11,9.63,Hotel,40.2,All,Storm,High,Private Fleet,Operational,4.3,295,136.4,Card
EVS6032,26.886288970936807,80.95662616232596,tuc8fn,Lucknow,24.16,10,28.2,Type 2 AC,150,2,5.6,9,3.18,Restaurant,49.0,Generic,Storm,High,Highway Hub,Faulty,4.7,95,30.0,"UPI, RFID"
EVS6033,12.986362261239096,77.55345789392264,tdr1uu,Bangalore,18.09,3,39.3,CHAdeMO,22,0,1.1,19,8.93,Gas Station,18.7,Tesla,Storm,Medium,Public Fast,Under Maintenance,4.7,278,136.4,App Wallet
EVS6034,10.967918481526596,76.96218237235645,t9ywrk,Coimbatore,16.86,14,48.2,Type 2 AC,50,21,9.2,12,16.61,Rest Area,48.2,All,Rain,Medium,Public Fast,Operational,3.4,427,36.0,"Card, App Wallet, UPI"
EVS6035,23.060643760364723,72.60313613373867,ts5ehn,Ahmedabad,13.45,15,55.7,Type 2 AC,50,3,3.2,9,16.46,Shopping Mall,27.1,Generic,Storm,Medium,Private Fleet,Operational,3.9,31,60.0,"RFID, UPI, App Wallet"
EVS6036,17.358178928322037,78.51265200835168,tepfdx,Hyderabad,6.51,8,13.2,Tesla,22,23,4.5,13,2.77,Hotel,44.2,All,Clear,High,Public Slow,Faulty,4.4,244,204.5,"UPI, Card"
EVS6037,26.880628307503656,80.93861602937672,tuc8cv,Lucknow,13.2,10,74.9,CCS2,100,5,2.5,15,15.75,Shopping Mall,71.6,Generic,Cloudy,Medium,Public Slow,Operational,4.9,237,30.0,App Wallet
EVS6038,12.985911340009544,77.61867887905365,tdr1yk,Bangalore,20.02,8,50.7,Tesla,150,15,2.8,12,13.27,Gas Station,3.9,Two-Wheelers,Clear,Medium,Private Fleet,Faulty,3.1,55,20.0,"RFID, App Wallet"
EVS6039,12.893574102807593,80.24565565265233,tf3165,Chennai,14.76,3,15.8,GB/T,100,2,3.3,13,18.71,Shopping Mall,16.3,Generic,Cloudy,Medium,Public Fast,Operational,3.6,166,18.0,RFID
EVS6040,12.876538762509188,80.25173348933508,tf3160,Chennai,7.17,2,47.8,CCS2,250,12,9.9,14,18.53,Shopping Mall,61.6,Two-Wheelers,Storm,Medium,Private Fleet,Faulty,4.4,243,12.0,"Card, App Wallet"
EVS6041,19.123388172948122,72.8524691180981,te7ucc,Mumbai,17.22,12,62.5,Tesla,100,9,4.4,10,17.43,Restaurant,55.3,Two-Wheelers,Rain,High,Public Fast,Under Maintenance,3.4,486,30.0,"Card, UPI, RFID"
EVS6042,12.951379774894724,77.54909163136792,tdr1st,Bangalore,19.82,3,39.1,Tesla,50,6,6.1,3,15.23,Hotel,45.8,Generic,Cloudy,High,Highway Hub,Faulty,3.4,433,36.0,"Card, RFID, UPI"
EVS6043,12.990554416386727,77.61684492473968,tdr1yh,Bangalore,17.59,14,56.2,Tesla,150,19,5.6,14,15.85,Hotel,19.6,Generic,Storm,High,Public Fast,Operational,3.9,235,12.0,"App Wallet, Card"
EVS6044,13.018513899408603,77.62381118549288,tdr4n3,Bangalore,14.17,8,37.6,Type 2 AC,22,1,2.0,15,2.31,Hotel,37.2,All,Clear,High,Public Fast,Operational,4.0,118,204.5,"UPI, App Wallet"
EVS6045,28.650540746840672,77.22348349171244,ttnfvr,Delhi,13.17,13,44.5,CCS2,22,21,3.1,14,7.99,Gas Station,16.5,Generic,Cloudy,High,Private Fleet,Under Maintenance,3.1,149,81.8,"UPI, RFID"
EVS6046,12.855402236391697,80.24992051590705,tf314h,Chennai,7.98,13,21.7,Type 2 AC,150,4,1.9,15,5.57,Restaurant,42.5,Tesla,Cloudy,Low,Public Fast,Under Maintenance,3.9,183,12.0,"App Wallet, Card"
EVS6047,22.589595741219675,88.36265591951074,tunbd8,Kolkata,11.3,8,45.2,Type 2 AC,50,11,3.0,20,16.83,Gas Station,69.6,All,Clear,High,Public Fast,Faulty,3.3,400,90.0,"RFID, UPI"
EVS6048,26.844991653577672,80.97051851314157,tuc8dw,Lucknow,22.86,14,61.6,Tesla,22,8,0.5,3,13.09,Hotel,80.3,Generic,Cloudy,Low,Private Fleet,Faulty,3.3,46,81.8,Card
EVS6049,12.879792031025572,80.29250161952699,tf3170,Chennai,18.69,15,42.6,CHAdeMO,50,12,4.6,17,19.09,Gas Station,21.9,All,Storm,Medium,Highway Hub,Faulty,3.4,137,60.0,App Wallet
EVS6050,10.98445687077212,76.94052593601097,t9ywqz,Coimbatore,11.7,5,47.3,CCS2,50,3,4.1,7,6.02,Shopping Mall,8.6,Two-Wheelers,Rain,Low,Highway Hub,Under Maintenance,3.4,72,60.0,"Card, RFID, UPI"
EVS6051,28.607250335335756,77.16208086123251,ttnfez,Delhi,17.87,13,46.6,Tesla,50,12,8.2,19,6.03,Hotel,9.7,All,Rain,Low,Public Fast,Operational,3.9,287,36.0,"App Wallet, UPI"
EVS6052,12.86718744416567,80.3038877238426,tf315q,Chennai,15.67,13,32.0,Tesla,150,15,1.6,11,3.35,Hotel,70.1,Generic,Cloudy,High,Highway Hub,Faulty,4.3,284,30.0,UPI
EVS6053,17.42806853570412,78.51030323362345,tepg4s,Hyderabad,13.15,2,58.4,CHAdeMO,50,14,4.6,20,19.65,Restaurant,31.6,Two-Wheelers,Cloudy,Low,Highway Hub,Under Maintenance,3.6,326,36.0,"App Wallet, Card"
EVS6054,12.86564182111984,80.23874198643375,tf311y,Chennai,13.58,0,43.9,CHAdeMO,50,20,17.9,12,12.04,Shopping Mall,83.4,Tesla,Rain,Low,Public Slow,Operational,3.5,79,90.0,"UPI, RFID"
EVS6055,28.594426687934476,77.21343490913189,ttnftj,Delhi,13.16,0,60.1,Type 2 AC,22,12,33.7,16,10.32,Shopping Mall,9.9,Tesla,Cloudy,Medium,Public Slow,Under Maintenance,3.6,416,204.5,"UPI, Card"
EVS6056,12.965614562949998,77.61891521370983,tdr1y2,Bangalore,13.65,3,47.8,CCS2,150,15,1.8,19,19.66,Rest Area,63.6,All,Rain,Medium,Highway Hub,Faulty,4.8,432,12.0,"Card, RFID, UPI"
EVS6057,19.089567711511602,72.83653760037738,te7u97,Mumbai,8.12,14,67.2,CHAdeMO,100,8,4.3,11,18.68,Hotel,94.3,Generic,Rain,Medium,Private Fleet,Operational,3.2,232,18.0,"RFID, App Wallet, UPI"
EVS6058,26.833024489966203,80.90663141368718,tuc89h,Lucknow,6.0,3,47.4,GB/T,250,13,4.9,9,5.4,Gas Station,70.4,All,Cloudy,Medium,Highway Hub,Faulty,4.1,64,7.2,"Card, RFID, UPI"
EVS6059,19.11004977155996,72.83472496152598,te7u9q,Mumbai,19.28,11,62.0,CCS2,250,18,5.0,6,19.76,Gas Station,52.9,All,Clear,High,Private Fleet,Faulty,3.2,484,18.0,UPI
EVS6060,22.589147959372028,88.39005052029378,tunbe2,Kolkata,22.82,9,26.4,CHAdeMO,250,14,2.2,20,18.92,Rest Area,99.0,Generic,Cloudy,Low,Public Slow,Under Maintenance,3.8,45,7.2,"App Wallet, Card"
EVS6061,23.030284970986436,72.56987388091187,ts5e52,Ahmedabad,19.15,1,6.5,CCS2,250,18,1.2,7,12.24,Rest Area,82.6,Generic,Cloudy,Medium,Public Slow,Faulty,4.4,207,7.2,"Card, RFID, App Wallet"
EVS6062,28.651456595534007,77.25453515085424,ttnfvz,Delhi,7.84,11,77.2,Tesla,22,23,7.4,16,19.53,Rest Area,34.4,All,Storm,High,Public Fast,Under Maintenance,4.9,466,81.8,Card
EVS6063,26.84206047556458,80.93283423781553,tuc89w,Lucknow,12.21,4,28.3,Tesla,250,1,2.2,11,14.82,Shopping Mall,86.1,Generic,Storm,Low,Public Slow,Operational,3.1,225,18.0,UPI
EVS6064,18.543183457210027,73.9048272023449,tek93x,Pune,16.98,8,67.0,CCS2,100,21,6.5,4,2.91,Rest Area,97.1,Generic,Rain,High,Public Fast,Operational,4.3,271,45.0,App Wallet
EVS6065,23.06140677844877,72.54994633501795,ts5e4y,Ahmedabad,17.5,15,32.9,CCS2,100,11,2.6,7,13.0,Hotel,7.7,Tesla,Rain,Medium,Private Fleet,Under Maintenance,4.8,55,30.0,App Wallet
EVS6066,18.51258896256596,73.89828524348343,tek93d,Pune,7.26,11,69.9,CHAdeMO,50,21,10.0,4,13.99,Rest Area,71.3,Two-Wheelers,Clear,Low,Highway Hub,Faulty,4.4,50,60.0,"Card, App Wallet"
EVS6067,28.583114301739794,77.20084478747161,ttnfse,Delhi,6.46,4,40.6,GB/T,100,6,0.3,6,7.74,Hotel,45.7,All,Storm,Medium,Public Slow,Operational,4.3,61,30.0,App Wallet
EVS6068,19.05601382503977,72.87540502743487,te7u6m,Mumbai,13.06,12,20.5,CHAdeMO,150,3,1.4,17,4.49,Hotel,13.0,Two-Wheelers,Rain,High,Private Fleet,Faulty,4.7,308,20.0,RFID
EVS6069,17.391344352425456,78.45692146684222,tepfcm,Hyderabad,5.41,14,32.5,GB/T,22,12,9.0,13,8.57,Restaurant,21.1,Tesla,Storm,Low,Public Fast,Operational,4.8,270,81.8,"UPI, App Wallet, RFID"
EVS6070,12.962798202411427,77.56540390348418,tdr1tp,Bangalore,15.5,10,66.9,GB/T,22,15,0.0,15,19.57,Shopping Mall,37.2,Two-Wheelers,Clear,Low,Private Fleet,Faulty,4.4,211,136.4,"RFID, UPI, App Wallet"
EVS6071,12.881134319481344,80.27213060252464,tf3168,Chennai,7.72,4,34.9,CCS2,250,5,8.7,7,4.89,Shopping Mall,20.6,Generic,Rain,High,Highway Hub,Operational,4.3,487,18.0,UPI
EVS6072,12.973573901651287,77.61788303279846,tdr1y1,Bangalore,6.96,5,32.3,Tesla,22,15,8.1,4,16.83,Rest Area,49.7,All,Clear,Low,Public Fast,Operational,4.0,274,136.4,"UPI, Card, App Wallet"
EVS6073,22.594309451878825,88.35681936505364,tunbd9,Kolkata,8.42,2,57.7,GB/T,250,20,9.3,3,13.23,Shopping Mall,51.7,Generic,Storm,High,Highway Hub,Faulty,4.6,43,7.2,"App Wallet, UPI, RFID"
EVS6074,13.012880878349714,77.63867033057775,tdr4n8,Bangalore,11.57,6,38.9,CCS2,50,6,1.0,16,16.64,Hotel,35.4,Tesla,Rain,Medium,Private Fleet,Faulty,4.4,309,90.0,"App Wallet, RFID, UPI"
EVS6075,12.93597590102835,77.64216797761354,tdr1wf,Bangalore,6.25,12,14.5,GB/T,22,4,5.3,14,14.83,Rest Area,55.6,Tesla,Storm,Medium,Highway Hub,Under Maintenance,3.5,434,136.4,UPI
EVS6076,18.474273373827792,73.82644566432027,tek3pg,Pune,11.79,0,14.7,CCS2,50,0,18.9,15,3.65,Rest Area,22.2,All,Clear,Low,Public Slow,Operational,3.4,282,90.0,"UPI, Card, RFID"
EVS6077,12.893681041681894,80.29023265673155,tf3175,Chennai,7.73,8,25.4,CHAdeMO,50,14,8.8,17,1.68,Restaurant,7.1,Generic,Cloudy,Medium,Highway Hub,Faulty,4.6,48,60.0,"RFID, UPI, Card"
EVS6078,17.420384665439883,78.44949845967737,tepg15,Hyderabad,6.02,5,45.8,CHAdeMO,150,13,9.8,3,4.35,Shopping Mall,32.4,Tesla,Cloudy,Low,Private Fleet,Operational,4.4,166,30.0,App Wallet
EVS6079,12.931362268150268,77.59209773238516,tdr1td,Bangalore,23.51,4,22.1,CCS2,22,10,0.2,13,13.69,Restaurant,79.5,All,Cloudy,Low,Public Slow,Faulty,3.3,173,204.5,"App Wallet, UPI, RFID"
EVS6080,18.525213698608603,73.8192989391964,tek3ru,Pune,16.05,4,59.5,CCS2,250,21,0.1,13,0.59,Rest Area,48.7,All,Storm,High,Private Fleet,Operational,4.1,315,18.0,"RFID, App Wallet"
EVS6081,28.610967236478768,77.21225927096206,ttnfv0,Delhi,23.13,13,35.6,CHAdeMO,50,13,3.7,8,8.7,Shopping Mall,26.7,All,Cloudy,Low,Public Slow,Faulty,3.1,188,36.0,"RFID, App Wallet, UPI"
EVS6082,12.9341573169416,77.55856679213205,tdr1sf,Bangalore,19.27,4,43.6,CCS2,250,13,2.1,9,9.1,Gas Station,98.0,Two-Wheelers,Clear,Low,Highway Hub,Faulty,4.6,369,18.0,"App Wallet, UPI"
EVS6083,28.61990063393812,77.1716678808758,ttnfu4,Delhi,8.63,6,36.6,GB/T,100,0,7.8,7,16.91,Shopping Mall,7.2,Tesla,Cloudy,Medium,Private Fleet,Under Maintenance,4.9,458,45.0,"UPI, App Wallet, RFID"
EVS6084,22.526307831824454,88.37416394107767,tunb5h,Kolkata,8.61,3,55.1,Tesla,100,11,2.6,2,15.8,Gas Station,3.8,Two-Wheelers,Cloudy,Low,Private Fleet,Operational,3.4,337,18.0,UPI
EVS6085,26.894693965486518,80.98608921382454,tuc94b,Lucknow,10.04,14,14.4,Type 2 AC,250,4,3.2,15,10.24,Hotel,32.7,Generic,Cloudy,Low,Private Fleet,Operational,4.7,99,18.0,Card
EVS6086,12.937011657597905,77.55099461319405,tdr1se,Bangalore,12.43,6,61.5,CHAdeMO,250,8,5.5,10,14.76,Restaurant,41.1,Generic,Clear,Low,Public Fast,Operational,4.1,216,12.0,App Wallet
EVS6087,26.85399419913999,80.90549396205296,tuc8c0,Lucknow,8.31,1,37.8,Tesla,22,14,0.3,8,11.05,Restaurant,85.6,Two-Wheelers,Storm,High,Private Fleet,Faulty,4.3,139,136.4,"UPI, RFID"
EVS6088,23.05798982579871,72.59989155890452,ts5ehj,Ahmedabad,24.98,4,38.7,CCS2,100,1,8.9,6,13.28,Hotel,2.0,Tesla,Clear,High,Public Fast,Operational,3.2,170,18.0,"App Wallet, RFID"
EVS6089,22.536791258706707,88.31893226825264,tunb1w,Kolkata,13.78,0,46.5,GB/T,50,7,30.2,9,10.44,Shopping Mall,96.9,Tesla,Cloudy,High,Private Fleet,Under Maintenance,3.8,45,60.0,"UPI, Card, App Wallet"
EVS6090,19.04264709546169,72.8945140059009,te7u6f,Mumbai,15.75,5,27.5,GB/T,100,13,8.4,11,13.33,Gas Station,59.3,Tesla,Storm,Low,Highway Hub,Operational,3.3,455,45.0,RFID
EVS6091,22.985249417002418,72.54617102932545,ts5dfb,Ahmedabad,24.0,11,56.4,Tesla,150,13,0.0,3,10.62,Restaurant,6.7,Generic,Cloudy,Medium,Public Slow,Under Maintenance,3.8,23,30.0,"Card, UPI, RFID"
EVS6092,18.534250687954653,73.88768755700973,tek93q,Pune,16.07,2,34.0,CCS2,150,11,6.3,3,1.32,Restaurant,3.1,All,Clear,Medium,Highway Hub,Under Maintenance,3.9,311,20.0,"App Wallet, RFID"
EVS6093,18.481081339340594,73.8486207484619,tek90k,Pune,9.75,14,72.3,CHAdeMO,150,21,1.4,3,18.05,Gas Station,30.4,All,Rain,Low,Private Fleet,Faulty,3.2,344,12.0,UPI
EVS6094,12.904127272030394,80.26155539550695,tf316m,Chennai,18.07,7,46.3,CCS2,100,1,8.7,18,16.43,Restaurant,68.9,Tesla,Cloudy,Medium,Public Fast,Under Maintenance,3.8,295,45.0,UPI
EVS6095,19.12557110178765,72.90637386914366,te7ug1,Mumbai,21.75,13,5.0,Tesla,250,17,5.5,18,2.32,Restaurant,2.0,Generic,Storm,Low,Highway Hub,Operational,3.6,340,7.2,"Card, App Wallet, UPI"
EVS6096,12.902951444306355,80.26388781724623,tf316k,Chennai,24.41,5,28.0,Tesla,150,11,4.1,10,15.63,Gas Station,98.4,Two-Wheelers,Cloudy,Medium,Highway Hub,Under Maintenance,3.9,372,12.0,Card
EVS6097,12.869532599785751,80.32055617760673,tf315w,Chennai,11.55,13,21.3,CHAdeMO,100,12,8.5,2,13.96,Shopping Mall,14.3,All,Rain,High,Highway Hub,Faulty,4.0,172,30.0,"UPI, App Wallet"
EVS6098,18.525336831675876,73.82649936085267,tek3ru,Pune,24.72,8,45.2,Type 2 AC,150,23,1.3,13,8.05,Gas Station,6.1,Two-Wheelers,Clear,High,Private Fleet,Operational,3.6,243,20.0,"App Wallet, Card, UPI"
EVS6099,26.83237013427937,80.9261103451565,tuc89s,Lucknow,16.21,3,41.9,CCS2,100,6,9.8,6,2.9,Hotel,30.4,All,Clear,Low,Public Slow,Under Maintenance,4.2,427,18.0,RFID
EVS6100,12.94360775767889,77.62497777468863,tdr1wk,Bangalore,19.39,1,38.6,GB/T,250,19,1.1,8,10.05,Rest Area,41.7,Two-Wheelers,Cloudy,Low,Public Slow,Operational,4.8,294,18.0,"Card, RFID"
EVS6101,23.057892335739776,72.56038577895427,ts5e5j,Ahmedabad,6.3,12,50.1,Type 2 AC,250,18,5.7,9,12.97,Gas Station,20.6,Generic,Cloudy,Low,Highway Hub,Under Maintenance,4.1,455,18.0,"App Wallet, Card"
EVS6102,17.350068114362927,78.44836737610473,tepf9n,Hyderabad,11.12,7,40.5,GB/T,22,13,7.2,3,15.13,Restaurant,38.4,Tesla,Storm,High,Private Fleet,Operational,3.8,275,81.8,"UPI, App Wallet, RFID"
EVS6103,11.039195519072054,76.93081369153917,t9ywy9,Coimbatore,17.98,0,28.5,CHAdeMO,100,6,31.9,12,1.69,Rest Area,38.9,Generic,Storm,Medium,Public Fast,Under Maintenance,4.8,259,45.0,"App Wallet, Card, RFID"
EVS6104,13.02068934491,77.63316111208839,tdr4nd,Bangalore,21.48,6,28.5,Tesla,50,22,9.0,16,10.51,Shopping Mall,23.1,Tesla,Storm,Low,Public Slow,Under Maintenance,3.4,39,36.0,"Card, RFID"
EVS6105,13.00903316220703,77.57167145911319,tdr4j0,Bangalore,5.56,5,40.7,GB/T,22,14,1.6,4,13.91,Hotel,80.9,Tesla,Storm,Medium,Public Fast,Operational,3.8,351,136.4,"Card, App Wallet"
EVS6106,28.64835281166836,77.17105816136676,ttnfup,Delhi,10.82,4,38.2,Tesla,250,21,6.4,6,16.34,Hotel,43.6,All,Cloudy,Medium,Private Fleet,Under Maintenance,3.9,393,12.0,RFID
EVS6107,28.611909169324953,77.21749726898354,ttnfv0,Delhi,10.14,1,28.0,Type 2 AC,50,23,0.2,7,15.25,Hotel,86.8,All,Rain,Low,Private Fleet,Faulty,3.0,4,36.0,"Card, UPI, App Wallet"
EVS6108,11.019359233469261,76.98492574699564,t9ywxy,Coimbatore,23.6,3,26.3,Type 2 AC,22,1,5.2,3,19.15,Restaurant,52.3,All,Storm,Medium,Private Fleet,Faulty,3.1,27,136.4,"Card, UPI"
EVS6109,22.53311926454832,88.38025285050135,tunb5n,Kolkata,19.62,0,16.1,CHAdeMO,100,20,12.0,14,17.33,Gas Station,39.0,Two-Wheelers,Clear,High,Private Fleet,Faulty,3.4,439,18.0,"App Wallet, Card, UPI"
EVS6110,26.857579710664396,80.9399409170619,tuc8cc,Lucknow,24.31,8,44.1,Tesla,150,13,1.8,13,9.11,Rest Area,42.3,Two-Wheelers,Storm,High,Highway Hub,Faulty,3.4,326,12.0,RFID
EVS6111,17.343709768513314,78.48900619472279,tepfdj,Hyderabad,8.02,9,54.7,CHAdeMO,250,2,3.0,20,9.27,Hotel,66.9,All,Rain,High,Private Fleet,Under Maintenance,3.9,359,12.0,App Wallet
EVS6112,26.8264717603865,80.90039666939182,tuc88g,Lucknow,8.22,11,60.3,GB/T,22,8,0.1,6,5.94,Restaurant,88.9,Two-Wheelers,Clear,Low,Public Slow,Under Maintenance,3.4,174,136.4,Card
EVS6113,12.913544838510205,80.29792129297454,tf317n,Chennai,11.51,2,16.2,Type 2 AC,22,2,0.5,3,9.76,Rest Area,80.7,All,Rain,Low,Public Fast,Faulty,3.8,74,204.5,Card
EVS6114,12.891117625645364,80.30752099669475,tf3176,Chennai,16.49,5,30.9,Tesla,22,1,8.6,19,0.6,Restaurant,36.8,Generic,Storm,High,Private Fleet,Faulty,3.7,343,81.8,"RFID, App Wallet, UPI"
